LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
8200,67489.0,80145.0,HomeImp,Other,2.0,0.0,0.0,104.39650664,0.0,7.0,36.912310875
8200,87979.0,94854.0,HomeImp,ProfExe,10.0,0.0,0.0,108.47902378,3.0,19.0,41.270682597
8200,80989.0,105080.0,DebtCon,Mgr,1.0,0.0,0.0,81.354795297,1.0,24.0,38.4757705
8200,135929.0,200275.0,DebtCon,ProfExe,0.0,0.0,0.0,69.617174882,1.0,23.0,37.805432649
8300,61213.0,65798.0,HomeImp,Other,6.0,0.0,0.0,86.296515758,2.0,20.0,41.426872232
8300,51783.0,57839.0,DebtCon,Other,3.0,0.0,0.0,96.176673144,0.0,20.0,36.210351332
8300,44783.0,63424.0,HomeImp,Other,2.0,0.0,,97.900836205,,12.0,36.587869801
8300,45842.0,50006.0,DebtCon,Other,16.0,0.0,0.0,90.653070126,0.0,12.0,31.360821946
8300,67839.0,76502.0,DebtCon,ProfExe,9.0,0.0,0.0,58.560174005,3.0,24.0,38.974293529
8400,62583.0,77481.0,DebtCon,Office,6.0,0.0,0.0,98.672705089,2.0,15.0,26.308380329
8400,,39106.0,HomeImp,Other,,,1.0,80.075339194,0.0,10.0,35.683502202
8400,57103.0,78079.0,DebtCon,Other,0.0,0.0,0.0,56.30976479,8.0,21.0,23.521188257
8400,78089.0,90660.0,DebtCon,Mgr,9.0,0.0,0.0,118.63539467,0.0,22.0,27.09304112
8400,32000.0,49000.0,HomeImp,Mgr,12.6,0.0,3.0,41.3,2.0,18.0,
8500,83157.0,202962.0,HomeImp,Self,14.0,0.0,0.0,13.68276401,,8.0,21.297339233
8500,,42980.0,HomeImp,Other,,,1.0,76.010752573,0.0,9.0,37.659668201
8500,30077.0,42770.0,DebtCon,Office,0.25,0.0,0.0,89.266666667,0.0,10.0,
8500,64665.0,72376.0,HomeImp,Other,4.0,0.0,0.0,70.934880772,3.0,20.0,40.309041225
8500,53459.0,62678.0,DebtCon,Mgr,13.0,0.0,0.0,116.86344909,0.0,18.0,30.05290208
8500,29383.0,45900.0,DebtCon,ProfExe,8.0,0.0,0.0,122.13333333,0.0,22.0,
8500,73208.0,88588.0,DebtCon,Mgr,10.0,0.0,0.0,114.55258227,0.0,23.0,30.082488981
8600,38646.0,54073.0,DebtCon,Other,14.0,0.0,0.0,89.555852767,0.0,11.0,32.530256646
8600,36933.0,42289.0,DebtCon,Mgr,4.0,0.0,0.0,100.61642113,2.0,26.0,38.436490085
8600,,25000.0,HomeImp,Other,0.0,6.0,0.0,64.866666667,2.0,27.0,
8600,78579.0,93697.0,DebtCon,Other,0.0,0.0,0.0,115.19332144,1.0,10.0,33.837202699
8600,172418.0,251426.0,DebtCon,Sales,,0.0,0.0,120.57263313,0.0,22.0,40.925910594
8600,41126.0,55500.0,DebtCon,Other,6.0,0.0,0.0,73.033333333,1.0,11.0,
8600,57727.0,70828.0,HomeImp,Other,5.0,0.0,0.0,87.845310974,3.0,19.0,41.75352499
8600,66366.0,75957.0,DebtCon,ProfExe,8.0,0.0,0.0,72.916721072,2.0,25.0,39.660408739
8700,54283.0,58563.0,DebtCon,Office,3.0,0.0,1.0,91.446465165,3.0,11.0,38.590366936
8700,87415.0,201689.0,HomeImp,Self,13.0,0.0,0.0,13.924759121,,7.0,20.253863892
8700,77377.0,97070.0,DebtCon,Mgr,3.0,0.0,0.0,68.854877174,2.0,24.0,38.217725784
8700,53504.0,66888.0,DebtCon,Mgr,7.0,,3.0,112.17512076,2.0,10.0,39.318772261
8700,57141.0,70244.0,HomeImp,Other,8.0,0.0,0.0,106.85542816,0.0,19.0,31.891314262
8700,62400.0,81315.0,DebtCon,Office,6.0,0.0,0.0,98.028870439,2.0,14.0,26.620897734
8700,68186.0,82518.0,HomeImp,Other,1.0,0.0,0.0,105.10225507,0.0,7.0,36.44893885
8700,52388.0,64332.0,HomeImp,Other,1.0,0.0,,91.112060841,,12.0,36.874927508
8700,56904.0,64122.0,DebtCon,Mgr,5.0,,4.0,119.55547341,2.0,11.0,38.695614603
8800,2800.0,18361.0,HomeImp,Other,2.0,3.0,1.0,107.76666667,4.0,3.0,
8800,135899.0,202788.0,DebtCon,ProfExe,1.0,0.0,0.0,53.767621524,1.0,23.0,35.932025066
8800,26607.0,39710.0,HomeImp,Office,0.0,0.0,0.0,104.69282515,1.0,30.0,38.326728213
8800,78953.0,93018.0,DebtCon,Mgr,7.0,0.0,0.0,110.72312997,0.0,22.0,28.289429173
8800,33395.0,51057.0,DebtCon,Office,2.0,0.0,0.0,80.822479691,1.0,20.0,16.883031014
8800,32169.0,37533.0,DebtCon,Other,3.0,0.0,0.0,74.449294767,3.0,19.0,25.34174093
8800,56963.0,70607.0,HomeImp,Other,4.0,0.0,0.0,99.76441458,3.0,19.0,40.345260733
8800,50000.0,68000.0,DebtCon,Other,19.0,0.0,0.0,108.9,0.0,16.0,
8900,62733.0,77741.0,DebtCon,Mgr,8.0,0.0,0.0,68.890096166,3.0,17.0,37.773300594
8900,58839.0,81223.0,DebtCon,Office,4.0,0.0,0.0,102.24646959,2.0,15.0,26.206409952
8900,64343.0,84013.0,DebtCon,Other,4.0,0.0,0.0,39.221719253,0.0,12.0,35.788437459
8900,133847.0,157399.0,HomeImp,ProfExe,17.0,0.0,2.0,70.884144094,0.0,12.0,34.702330738
8900,147801.0,157335.0,HomeImp,Other,4.0,0.0,0.0,85.574865756,4.0,21.0,34.756560384
8900,,42309.0,HomeImp,Other,,,1.0,56.937096348,0.0,10.0,37.35952991
8900,,49147.0,HomeImp,Other,,,,110.50958053,,8.0,37.108142059
9000,50513.0,61190.0,DebtCon,Other,5.0,0.0,0.0,75.388551244,1.0,11.0,30.498005118
9000,50170.0,64309.0,DebtCon,Mgr,7.0,,3.0,120.43122609,2.0,11.0,39.975489828
9000,81248.0,92503.0,DebtCon,Other,0.0,0.0,0.0,121.1996495,2.0,10.0,37.390239889
9000,90969.0,108606.0,HomeImp,Mgr,5.0,5.0,2.0,113.25750907,5.0,28.0,27.34759661
9000,56930.0,67557.0,DebtCon,Other,0.0,0.0,1.0,118.69951614,2.0,18.0,36.686882044
9000,52257.0,58275.0,DebtCon,Sales,5.0,0.0,0.0,80.251800985,0.0,21.0,34.144725947
9000,31170.0,50725.0,DebtCon,Other,16.0,0.0,0.0,93.066666667,0.0,18.0,
9000,84532.0,104000.0,DebtCon,ProfExe,3.0,0.0,0.0,50.666666667,1.0,3.0,
9000,76964.0,90500.0,DebtCon,Other,3.0,0.0,0.0,101.4,2.0,32.0,
9000,50400.0,65000.0,DebtCon,Mgr,6.0,,,117.6,,24.0,
9000,43881.0,56000.0,DebtCon,Other,5.0,0.0,3.0,73.033333333,3.0,28.0,
9000,31896.0,46195.0,HomeImp,Other,25.0,0.0,2.0,122.38915525,3.0,16.0,36.681652146
9000,131108.0,199295.0,DebtCon,ProfExe,1.0,0.0,0.0,61.000985499,1.0,22.0,35.930610888
9000,55367.0,79819.0,DebtCon,Office,5.0,0.0,0.0,101.28118497,1.0,15.0,27.189212901
9000,50866.0,73064.0,DebtCon,Mgr,5.0,,,118.57000497,,23.0,40.1860615
9000,53177.0,56782.0,HomeImp,Other,9.0,0.0,0.0,106.50053701,3.0,33.0,40.084175502
9100,50606.0,58822.0,DebtCon,Other,11.0,0.0,0.0,89.644833421,0.0,22.0,36.302409222
9100,17218.0,36721.0,DebtCon,Other,8.0,0.0,1.0,115.75209332,3.0,5.0,37.479410286
9100,48797.0,67761.0,DebtCon,Mgr,7.0,,3.0,116.97915477,3.0,11.0,37.79737881
9100,,11550.0,HomeImp,Other,,0.0,0.0,51.933333333,1.0,3.0,
9100,28550.0,40300.0,HomeImp,Other,5.0,0.0,0.0,109.53563552,7.0,33.0,23.082905342
9100,24721.0,34462.0,DebtCon,Other,1.0,0.0,0.0,28.100520363,9.0,7.0,27.520682167
9100,46406.0,56134.0,HomeImp,Other,9.0,0.0,0.0,93.853460687,3.0,34.0,39.466330333
9100,53764.0,56429.0,HomeImp,Other,9.0,0.0,0.0,92.078978775,3.0,33.0,40.58208394
9100,78210.0,86558.0,DebtCon,Mgr,8.0,0.0,0.0,92.111504281,0.0,23.0,28.167074697
9200,19756.0,26140.0,DebtCon,Other,0.0,1.0,0.0,0.4867114508,9.0,7.0,27.075256643
9200,64900.0,78000.0,DebtCon,Mgr,10.0,0.0,0.0,122.76666667,2.0,24.0,
9200,72859.0,88183.0,DebtCon,Mgr,8.0,0.0,0.0,105.65520523,0.0,23.0,29.007207774
9200,52531.0,66491.0,DebtCon,Mgr,11.0,0.0,0.0,122.22853426,1.0,19.0,32.657628893
9200,57375.0,69040.0,DebtCon,Other,0.0,0.0,1.0,116.41879645,2.0,18.0,36.625629459
9300,79724.0,105493.0,DebtCon,Mgr,2.0,0.0,0.0,63.43088731,2.0,23.0,39.38611808
9300,73252.0,100537.0,DebtCon,ProfExe,2.0,0.0,0.0,99.774527119,0.0,26.0,34.514635071
9300,,45906.0,HomeImp,Other,,,,92.821714236,,9.0,36.141276164
9300,79133.0,100033.0,DebtCon,Other,3.0,0.0,0.0,102.16302743,2.0,31.0,40.794635454
9300,46466.0,57182.0,DebtCon,Other,2.0,0.0,0.0,100.05186621,0.0,20.0,38.444317985
9300,58051.0,65334.0,DebtCon,Mgr,6.0,,,113.2818573,,23.0,41.860039809
9300,84900.0,105798.0,DebtCon,ProfExe,2.0,0.0,0.0,41.807204596,1.0,3.0,26.956697896
9300,78000.0,97700.0,DebtCon,Mgr,12.0,0.0,2.0,88.5,4.0,29.0,
9300,38115.0,60493.0,DebtCon,Other,14.0,0.0,0.0,91.932632264,0.0,18.0,29.633608474
9400,49484.0,59137.0,DebtCon,Other,10.0,0.0,0.0,102.27267659,0.0,22.0,37.269131082
9400,,50575.0,HomeImp,Other,,,,99.06951832,,8.0,35.9078154
9400,85448.0,94101.0,DebtCon,Other,2.0,0.0,0.0,104.11336317,2.0,32.0,39.54184797
9400,26700.0,40150.0,HomeImp,Other,9.0,0.0,0.0,80.166666667,0.0,4.0,
9400,61185.0,65302.0,DebtCon,Other,1.0,0.0,2.0,117.17100444,2.0,18.0,35.611943876
9400,61213.0,70800.0,HomeImp,Other,5.0,0.0,0.0,75.862659733,3.0,20.0,39.403812388
9400,77715.0,101258.0,DebtCon,Mgr,2.0,0.0,0.0,65.876586717,1.0,23.0,38.108000987
9500,50400.0,63000.0,DebtCon,Other,1.0,0.0,0.0,91.266666667,8.0,22.0,
9500,36114.0,45654.0,DebtCon,Office,0.0,0.0,0.0,83.333291772,0.0,9.0,25.343478449
9500,41541.0,57280.0,DebtCon,Other,6.0,0.0,0.0,69.229369351,1.0,10.0,29.160127076
9500,28750.0,42408.0,HomeImp,Office,0.0,0.0,0.0,115.5749709,1.0,30.0,39.050394794
9500,47019.0,59413.0,DebtCon,Other,4.0,0.0,0.0,78.02555168,0.0,11.0,31.418132394
9500,21900.0,35250.0,HomeImp,Mgr,16.0,0.0,0.0,59.866666667,1.0,10.0,
9500,59494.0,75930.0,HomeImp,Other,0.0,0.0,0.0,98.99850784,0.0,6.0,36.888436373
9500,42699.0,57680.0,DebtCon,Unknown,10.0,0.0,0.0,114.4929085,1.0,26.0,25.07515295
9500,43210.0,59692.0,HomeImp,Other,1.0,1.0,,103.08948312,,13.0,38.704985068
9500,54612.0,68759.0,HomeImp,Other,9.0,0.0,0.0,89.102838608,0.0,19.0,31.353906936
9500,,40000.0,HomeImp,Other,10.0,0.0,0.0,36.5,1.0,1.0,
9600,62405.0,69459.0,DebtCon,Other,0.0,0.0,2.0,86.431831744,2.0,18.0,36.260331272
9600,45158.0,55455.0,DebtCon,Other,15.0,0.0,0.0,82.71313688,0.0,12.0,30.931517996
9600,64758.0,63646.0,HomeImp,Other,5.0,0.0,0.0,120.64455858,0.0,34.0,35.98492935
9600,84333.0,201281.0,HomeImp,Self,14.0,0.0,0.0,13.213057261,,7.0,17.825630936
9600,73000.0,99600.0,HomeImp,ProfExe,4.5,0.0,1.0,93.333333333,1.0,34.0,
9600,24680.0,43500.0,DebtCon,Other,18.0,0.0,3.0,114.66666667,0.0,19.0,
9600,50655.0,59502.0,DebtCon,Other,0.0,0.0,0.0,93.432844102,0.0,20.0,37.982353508
9600,45240.0,60136.0,DebtCon,Other,2.0,0.0,1.0,83.066750905,0.0,19.0,38.454300022
9700,75566.0,92066.0,DebtCon,Office,14.0,0.0,0.0,94.987922191,0.0,8.0,25.161183475
9700,45907.0,57507.0,DebtCon,Other,6.0,0.0,0.0,81.229448637,0.0,11.0,29.037574223
9700,53527.0,58605.0,DebtCon,Office,4.0,0.0,0.0,75.584542581,3.0,12.0,36.709538909
9700,53000.0,56000.0,DebtCon,Office,2.0,0.0,0.0,75.033333333,5.0,18.0,
9700,39141.0,48905.0,DebtCon,Other,13.0,0.0,0.0,89.83593974,0.0,11.0,32.4314097
9700,44652.0,63232.0,DebtCon,Other,9.0,0.0,0.0,102.16551363,0.0,22.0,37.034875874
9700,63488.0,74374.0,DebtCon,Office,5.0,0.0,0.0,106.58945227,2.0,15.0,26.896012771
9700,77394.0,86917.0,DebtCon,Office,16.0,0.0,1.0,81.461400461,0.0,9.0,27.705856544
9700,47000.0,82000.0,HomeImp,Other,,1.0,2.0,96.633333333,,8.0,
9800,136154.0,203815.0,DebtCon,ProfExe,1.0,0.0,0.0,70.853327642,2.0,23.0,35.8789883
9800,74962.0,108730.0,HomeImp,ProfExe,4.0,0.0,1.0,76.392416053,1.0,33.0,37.32134756
9800,36500.0,54000.0,HomeImp,Other,17.0,0.0,1.0,105.66666667,5.0,19.0,
9800,81199.0,206201.0,HomeImp,Self,12.0,0.0,0.0,2.8207855775,,7.0,21.28386768
9800,54681.0,74097.0,DebtCon,Other,2.0,0.0,1.0,106.88889374,3.0,18.0,36.618660862
9800,80267.0,209931.0,HomeImp,Self,14.0,0.0,0.0,0.5071145295,,8.0,19.969628699
9800,78022.0,103466.0,DebtCon,Mgr,1.0,0.0,0.0,83.835338491,2.0,24.0,37.434615355
9800,52973.0,65481.0,HomeImp,Other,10.0,0.0,0.0,101.47266767,2.0,33.0,36.878297002
9800,55330.0,78154.0,HomeImp,Mgr,2.0,0.0,1.0,122.70553687,0.0,23.0,28.896101856
9800,63891.0,72980.0,DebtCon,ProfExe,7.0,0.0,0.0,32.41493353,2.0,24.0,39.37186986
9800,47126.0,57365.0,DebtCon,Other,0.0,0.0,1.0,91.141218712,0.0,19.0,38.657640295
9800,55539.0,73560.0,DebtCon,Office,4.0,0.0,0.0,85.900936244,1.0,14.0,26.331619061
9900,79379.0,205346.0,HomeImp,Self,14.0,0.0,0.0,20.214194867,,7.0,19.799427915
9900,72674.0,89909.0,DebtCon,Office,15.0,0.0,1.0,90.957899517,0.0,8.0,27.35463407
9900,88236.0,104953.0,DebtCon,ProfExe,1.0,0.0,0.0,51.648705242,0.0,2.0,28.622632092
9900,73804.0,97413.0,DebtCon,ProfExe,5.0,0.0,0.0,107.33302454,0.0,25.0,33.524879599
9900,28432.0,36605.0,HomeImp,Office,0.0,0.0,0.0,111.53162529,1.0,29.0,37.588195648
9900,71371.0,84865.0,DebtCon,Mgr,0.0,2.0,0.0,94.805235749,0.0,12.0,38.211305102
9900,55231.0,78708.0,DebtCon,Office,4.0,0.0,0.0,85.801476116,2.0,15.0,24.594992574
9900,84920.0,201713.0,HomeImp,Self,13.0,0.0,0.0,3.0443841399,,8.0,21.05764132
9900,54961.0,70609.0,DebtCon,Mgr,6.0,,4.0,105.9346916,2.0,11.0,40.70254787
9900,31244.0,44138.0,HomeImp,Mgr,14.0,0.0,0.0,60.634469798,1.0,9.0,31.688134282
9900,55342.0,72357.0,DebtCon,Mgr,7.0,,3.0,111.99885488,1.0,11.0,39.870340357
10000,22000.0,41250.0,HomeImp,Mgr,5.0,0.0,0.0,97.966666667,0.0,21.0,
10000,86000.0,111000.0,DebtCon,Other,6.5,0.0,1.0,91.966666667,3.0,17.0,
10000,186000.0,225750.0,HomeImp,ProfExe,2.0,0.0,0.0,75.866666667,,5.0,
10000,28000.0,73250.0,HomeImp,Other,2.0,0.0,0.0,28.966666667,4.0,12.0,
10000,57238.0,101500.0,DebtCon,ProfExe,10.0,0.0,0.0,106.83333333,0.0,36.0,
10000,27000.0,54300.0,HomeImp,Other,0.3,0.0,1.0,91.133333333,0.0,6.0,
10000,53297.0,74925.0,HomeImp,Other,14.0,0.0,1.0,88.533333333,2.0,15.0,
10000,34767.0,51000.0,HomeImp,Other,23.0,0.0,1.0,121.73333333,0.0,23.0,
10000,78000.0,97400.0,HomeImp,ProfExe,1.0,0.0,0.0,72.033333333,1.0,20.0,
10000,42300.0,,DebtCon,Mgr,11.0,1.0,0.0,31.4,3.0,5.0,
10000,62000.0,80000.0,DebtCon,Other,5.0,,1.0,97.4,4.0,30.0,
10000,41741.0,56000.0,DebtCon,Office,3.0,0.0,0.0,20.233333333,2.0,6.0,
10000,46946.0,65000.0,HomeImp,Office,7.2,0.0,1.0,80.1,1.0,12.0,
10000,99600.0,125500.0,DebtCon,Office,8.0,0.0,0.0,80.1,3.0,21.0,
10000,13161.0,37700.0,DebtCon,Other,,3.0,0.0,79.1,2.0,9.0,
10000,65000.0,80000.0,DebtCon,Other,2.0,0.0,0.0,26.366666667,3.0,2.0,
10000,50070.0,60670.0,HomeImp,Other,5.0,2.0,0.0,15.233333333,0.0,1.0,
10000,,,Unknown,Other,15.0,2.0,2.0,108.93333333,3.0,31.0,
10000,66399.0,78000.0,Unknown,ProfExe,0.9,0.0,0.0,112.6,0.0,15.0,
10000,90700.0,123370.0,DebtCon,ProfExe,15.0,2.0,0.0,90.3,1.0,4.0,
10000,48769.0,65328.0,DebtCon,Office,4.0,0.0,1.0,104.69524068,3.0,12.0,39.049359218
10000,36000.0,68800.0,DebtCon,Other,13.0,0.0,0.0,118.66666667,6.0,15.0,
10000,41949.0,51684.0,DebtCon,Other,15.0,0.0,0.0,84.123450947,0.0,12.0,31.267318776
10100,32608.0,47377.0,HomeImp,Other,9.0,0.0,0.0,67.38706567,0.0,3.0,35.690193036
10100,,25300.0,DebtCon,Other,,1.0,0.0,122.3,1.0,5.0,
10100,81263.0,98536.0,DebtCon,Mgr,1.0,0.0,0.0,73.160447708,1.0,23.0,38.331255722
10100,137299.0,200339.0,DebtCon,ProfExe,0.0,0.0,0.0,66.357590464,2.0,23.0,35.2377013
10100,73174.0,91101.0,DebtCon,Office,14.0,0.0,0.0,77.117090664,0.0,8.0,25.042596687
10100,49683.0,55728.0,DebtCon,Other,0.0,0.0,0.0,91.095794879,0.0,20.0,37.133107539
10100,63283.0,82912.0,HomeImp,Other,0.0,0.0,0.0,99.816258251,1.0,7.0,38.370539706
10100,55738.0,73266.0,DebtCon,Office,5.0,0.0,0.0,85.635235028,1.0,14.0,24.534325065
10200,82630.0,99250.0,DebtCon,Other,1.0,0.0,0.0,107.52855981,1.0,32.0,40.280974865
10200,51108.0,68673.0,DebtCon,Mgr,6.0,,,116.67936716,,23.0,42.775643911
10200,84196.0,91642.0,DebtCon,Other,1.0,0.0,0.0,104.83507193,1.0,32.0,38.376112633
10200,52310.0,74117.0,DebtCon,Other,13.0,0.0,3.0,118.69578554,2.0,23.0,
10200,77571.0,102732.0,HomeImp,ProfExe,6.0,0.0,0.0,100.62966346,0.0,34.0,37.361513569
10200,54900.0,79000.0,DebtCon,Office,14.0,0.0,0.0,113.63333333,0.0,24.0,
10200,46140.0,56206.0,DebtCon,Unknown,8.0,1.0,0.0,115.78062817,1.0,25.0,22.313705147
10200,48670.0,90444.0,HomeImp,Other,,1.0,1.0,89.355474878,,7.0,39.15104729
10200,34522.0,43076.0,HomeImp,Other,9.0,0.0,0.0,92.907548338,0.0,3.0,36.845356693
10200,79257.0,105912.0,HomeImp,ProfExe,3.0,0.0,0.0,95.35537249,0.0,33.0,39.391365195
10300,70147.0,122124.0,HomeImp,Other,1.0,0.0,0.0,58.895685895,0.0,7.0,57.995018623
10300,79243.0,89840.0,DebtCon,Office,16.0,0.0,0.0,87.825346176,0.0,9.0,24.479373218
10300,58572.0,75946.0,DebtCon,Office,5.0,0.0,0.0,85.010052857,2.0,14.0,27.769438937
10300,45275.0,62724.0,HomeImp,Other,11.0,0.0,1.0,109.32463871,3.0,34.0,37.291824994
10300,82889.0,97189.0,DebtCon,Mgr,2.0,0.0,0.0,82.507446213,2.0,24.0,39.53698719
10300,39893.0,55000.0,DebtCon,Other,1.5,0.0,1.0,99.433333333,2.0,32.0,
10300,44941.0,60694.0,DebtCon,Other,2.0,0.0,0.0,85.681205116,0.0,20.0,39.53639781
10400,62442.0,73197.0,DebtCon,ProfExe,8.0,0.0,0.0,47.610677633,1.0,24.0,38.88482776
10400,37233.0,52320.0,DebtCon,Other,15.0,0.0,0.0,88.677328625,0.0,11.0,31.056436786
10400,42714.0,72322.0,DebtCon,Other,12.0,0.0,0.0,105.07480159,6.0,15.0,41.262353472
10500,60145.0,63268.0,HomeImp,Other,4.0,0.0,0.0,122.49607792,0.0,34.0,36.736870753
10500,64331.0,65040.0,HomeImp,Other,4.0,0.0,0.0,66.541057817,1.0,20.0,42.332124341
10500,53537.0,66674.0,DebtCon,Office,4.0,0.0,0.0,83.503094799,2.0,11.0,37.098413449
10500,57880.0,66802.0,DebtCon,Other,2.0,0.0,0.0,94.598425262,8.0,21.0,45.464765837
10500,41500.0,56247.0,DebtCon,Other,8.0,0.0,1.0,70.033333333,2.0,24.0,
10500,69656.0,88198.0,DebtCon,Office,15.0,0.0,0.0,97.319406172,0.0,8.0,27.322396546
10500,89000.0,268000.0,HomeImp,ProfExe,,4.0,,120.8,2.0,15.0,
10500,42003.0,53754.0,DebtCon,Other,16.0,0.0,0.0,84.551104187,0.0,12.0,32.342959321
10500,76729.0,102287.0,HomeImp,ProfExe,5.0,0.0,0.0,89.062698773,1.0,33.0,38.447658863
10500,55267.0,65160.0,DebtCon,Other,1.0,0.0,0.0,108.27542318,8.0,22.0,47.079285365
10500,47483.0,53877.0,DebtCon,Unknown,9.0,0.0,0.0,117.05239472,0.0,26.0,21.446281709
10600,47701.0,66500.0,DebtCon,Other,10.0,0.0,0.0,103.01428965,0.0,23.0,37.310006097
10600,80386.0,106526.0,HomeImp,ProfExe,1.0,0.0,0.0,64.066735538,1.0,19.0,34.104697064
10600,39061.0,50225.0,DebtCon,Other,15.0,0.0,0.0,77.114285108,0.0,12.0,32.587465652
10600,61294.0,82646.0,DebtCon,ProfExe,5.0,0.0,4.0,87.859169291,2.0,13.0,36.395148149
10600,46589.0,64559.0,HomeImp,Other,8.0,0.0,0.0,85.230876487,2.0,33.0,40.451392536
10600,82365.0,100272.0,DebtCon,ProfExe,3.0,1.0,0.0,122.48359427,0.0,26.0,33.651646949
10600,81151.0,200459.0,HomeImp,Self,14.0,0.0,0.0,9.5341427099,,7.0,21.223213992
10600,22000.0,35200.0,DebtCon,Mgr,13.0,0.0,0.0,90.333333333,5.0,14.0,
10600,56814.0,66692.0,DebtCon,Mgr,10.0,0.0,0.0,107.37405519,1.0,18.0,32.625687041
10600,136820.0,201820.0,DebtCon,ProfExe,2.0,0.0,0.0,68.353056056,1.0,22.0,38.0722099
10600,43676.0,61576.0,DebtCon,Other,6.0,0.0,0.0,84.839126053,1.0,10.0,30.868137501
10600,66590.0,77465.0,HomeImp,Other,1.0,1.0,0.0,110.77162319,0.0,6.0,39.735785258
10600,73844.0,107640.0,HomeImp,ProfExe,3.0,0.0,0.0,92.979490511,0.0,34.0,37.319289307
10600,80397.0,203341.0,HomeImp,Self,14.0,0.0,0.0,11.963733283,,7.0,18.732089739
10600,83217.0,101359.0,DebtCon,Mgr,1.0,0.0,0.0,54.746622005,2.0,24.0,40.76038718
10600,56352.0,75277.0,DebtCon,Office,5.0,0.0,0.0,98.377278192,2.0,15.0,26.242394307
10600,58701.0,67967.0,DebtCon,Mgr,10.0,0.0,0.0,116.53228926,1.0,19.0,31.540218257
10700,85198.0,107044.0,HomeImp,ProfExe,0.0,0.0,0.0,66.758325469,0.0,19.0,36.846466819
10700,83650.0,203720.0,HomeImp,Self,11.0,0.0,0.0,13.588693962,,8.0,19.587710546
10700,55043.0,68609.0,DebtCon,Other,2.0,0.0,0.0,46.272175955,1.0,17.0,25.448844532
10700,73996.0,92766.0,DebtCon,Office,15.0,0.0,1.0,102.14742858,0.0,9.0,25.3840627
10700,41144.0,59375.0,DebtCon,Other,2.0,0.0,0.0,73.6,1.0,18.0,
10700,50210.0,64838.0,HomeImp,Other,9.0,0.0,0.0,95.039168276,2.0,34.0,40.396233444
10700,51224.0,70399.0,DebtCon,Mgr,5.0,,,110.67744165,,23.0,42.939294407
10800,64305.0,107374.0,DebtCon,ProfExe,9.0,0.0,0.0,97.861325762,0.0,36.0,36.996385659
10800,80203.0,98731.0,DebtCon,Other,4.0,0.0,0.0,113.42514573,2.0,31.0,41.474073805
10800,75000.0,87400.0,HomeImp,Other,7.0,1.0,0.0,101.46666667,2.0,19.0,
10800,52600.0,66700.0,DebtCon,ProfExe,2.0,0.0,0.0,110.56666667,5.0,26.0,
10800,75378.0,86060.0,DebtCon,Mgr,6.0,0.0,0.0,102.66507078,0.0,23.0,30.09500969
10800,194485.0,228670.0,HomeImp,ProfExe,1.0,0.0,0.0,75.458150356,,4.0,28.370130884
10800,61791.0,78361.0,DebtCon,Office,5.0,0.0,0.0,94.518067782,2.0,15.0,28.088524645
10800,83441.0,92148.0,DebtCon,Mgr,5.0,0.0,0.0,119.14584404,1.0,26.0,40.978635322
10800,49953.0,75322.0,DebtCon,Other,0.0,0.0,0.0,58.892731331,8.0,21.0,23.875946186
10800,67171.0,82138.0,HomeImp,Other,2.0,0.0,0.0,89.124526305,0.0,6.0,38.8031464
10800,42191.0,57224.0,DebtCon,Other,15.0,0.0,0.0,68.810826166,0.0,11.0,30.518229752
10900,86754.0,110000.0,DebtCon,ProfExe,13.0,0.0,2.0,103.43333333,0.0,19.0,
10900,57494.0,66704.0,DebtCon,Mgr,6.0,,,115.31274905,,24.0,39.510985743
10900,,16365.0,HomeImp,Other,,0.0,0.0,59.548702675,1.0,2.0,24.195903631
10900,45028.0,61014.0,DebtCon,Other,10.0,0.0,0.0,72.494660925,0.0,23.0,35.667645974
10900,49352.0,56529.0,DebtCon,Other,7.0,0.0,1.0,78.833617625,2.0,23.0,36.174955236
11000,52602.0,61496.0,DebtCon,Other,13.0,0.0,0.0,107.34006616,0.0,22.0,37.699108592
11000,48538.0,63805.0,DebtCon,Other,9.0,0.0,0.0,88.606023456,0.0,22.0,38.026151095
11000,50716.0,61492.0,DebtCon,Other,3.0,0.0,1.0,90.230329762,0.0,20.0,38.255862022
11000,49000.0,66922.0,DebtCon,Other,11.0,0.0,2.0,91.0,3.0,32.0,
11000,15129.0,29375.0,DebtCon,Office,6.0,0.0,1.0,102.43333333,0.0,17.0,
11000,74596.0,98000.0,HomeImp,ProfExe,6.0,0.0,0.0,108.53333333,1.0,27.0,
11000,54100.0,70438.0,DebtCon,Self,2.0,3.0,1.0,115.6,1.0,25.0,
11000,53700.0,68000.0,DebtCon,Mgr,6.0,0.0,0.0,101.5,0.0,13.0,
11000,122751.0,140000.0,DebtCon,Other,5.0,0.0,0.0,116.7,2.0,30.0,
11000,43614.0,60831.0,DebtCon,Other,3.0,0.0,2.0,84.444746145,0.0,20.0,36.673648152
11000,50178.0,64427.0,DebtCon,Other,5.0,0.0,0.0,67.636289053,1.0,11.0,28.689928357
11000,77723.0,107245.0,HomeImp,ProfExe,5.0,0.0,0.0,115.55852962,0.0,26.0,26.91192966
11000,49000.0,68000.0,HomeImp,Other,2.0,2.0,3.0,9.1,3.0,15.0,
