LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,target
11700,52650.0,63646.0,DebtCon,Other,0.0,1.0,0.0,194.76099992,1.0,13.0,27.610844064,0
15200,34854.0,63519.0,DebtCon,ProfExe,6.0,0.0,0.0,275.47969762,0.0,15.0,20.785145567,0
20500,,130396.0,HomeImp,Other,0.0,0.0,0.0,305.65642242,3.0,21.0,31.582252776,0
14900,,44066.0,HomeImp,Other,0.0,0.0,0.0,313.77973109,1.0,8.0,27.751942776,0
23500,132737.0,285749.0,HomeImp,Mgr,4.0,0.0,0.0,213.39299486,0.0,14.0,31.236113807,0
25400,82553.0,107422.0,DebtCon,Mgr,9.0,1.0,0.0,305.75970536,2.0,29.0,32.72167844,0
15200,43961.0,62171.0,DebtCon,Other,,0.0,0.0,124.80684586,1.0,18.0,39.580054341,0
5500,85845.0,122205.0,DebtCon,ProfExe,5.0,0.0,0.0,172.21327665,1.0,26.0,32.676640875,1
28600,26189.0,50409.0,DebtCon,Other,36.0,0.0,0.0,287.49617332,0.0,23.0,38.644394598,0
12900,59191.0,72716.0,DebtCon,Other,2.0,0.0,0.0,175.17044098,1.0,17.0,35.558171284,0
62900,119903.0,201928.0,DebtCon,ProfExe,9.0,0.0,0.0,297.30748082,1.0,25.0,37.636502449,0
11500,56720.0,82738.0,HomeImp,Other,17.0,0.0,0.0,200.41695429,0.0,16.0,34.019837692,0
13600,89937.0,110986.0,DebtCon,Sales,14.0,,2.0,146.71874245,1.0,17.0,33.747115834,0
12300,,50530.0,HomeImp,Mgr,5.0,,,163.54095996,,9.0,20.02628441,0
13300,58000.0,75000.0,DebtCon,Mgr,6.6,0.0,1.0,226.2,1.0,33.0,,1
10100,47426.0,68820.0,DebtCon,Other,16.0,0.0,4.0,220.7609123,0.0,36.0,24.01951269,0
21500,90321.0,103778.0,DebtCon,ProfExe,2.0,0.0,0.0,128.64278574,0.0,20.0,34.282675916,0
30000,187000.0,293000.0,DebtCon,Other,28.0,0.0,0.0,156.63333333,0.0,23.0,,0
37200,205922.0,267238.0,DebtCon,ProfExe,2.0,1.0,0.0,238.21147988,0.0,32.0,31.622843542,0
27400,23939.0,56874.0,DebtCon,Office,3.0,0.0,1.0,197.8,0.0,11.0,,1
32200,188427.0,293790.0,DebtCon,Other,27.0,0.0,0.0,157.72629076,0.0,23.0,37.065758884,0
20000,,115750.0,HomeImp,Other,,0.0,2.0,132.53333333,0.0,10.0,,1
17900,72501.0,94488.0,DebtCon,Office,1.0,0.0,0.0,162.38956192,3.0,19.0,29.961189014,0
22600,131098.0,176119.0,Unknown,Mgr,26.0,,5.0,339.67701817,1.0,28.0,33.057559856,0
21500,71636.0,96678.0,HomeImp,Office,13.0,0.0,0.0,135.94054149,0.0,13.0,37.872473718,0
12500,56791.0,72974.0,HomeImp,Other,29.0,0.0,3.0,182.0664052,0.0,24.0,35.691622815,0
8200,117314.0,132770.0,DebtCon,Self,4.0,0.0,1.0,176.33454149,0.0,19.0,34.55205243,0
29000,152065.0,192445.0,HomeImp,Self,2.0,0.0,0.0,166.94856833,0.0,16.0,41.563839245,0
25100,46614.0,69750.0,DebtCon,Office,17.0,0.0,0.0,193.25257944,1.0,22.0,33.715351649,0
42300,22434.0,65893.0,DebtCon,Other,18.0,0.0,0.0,205.53364284,1.0,31.0,43.228664583,0
26500,14000.0,45000.0,DebtCon,Other,0.0,0.0,0.0,195.23333333,1.0,7.0,,1
33500,54079.0,66261.0,HomeImp,Mgr,15.0,4.0,0.0,142.0,0.0,14.0,,1
11500,64371.0,73636.0,DebtCon,ProfExe,2.0,0.0,0.0,162.11625392,1.0,35.0,39.791198955,0
15000,34200.0,38900.0,DebtCon,Other,9.2,0.0,0.0,170.7,4.0,21.0,,1
17800,54003.0,116434.0,DebtCon,ProfExe,18.0,0.0,0.0,268.71530396,0.0,19.0,24.251971765,0
17600,62198.0,101183.0,HomeImp,ProfExe,21.0,0.0,0.0,230.7167135,1.0,23.0,39.139756562,0
6800,178559.0,247611.0,DebtCon,Sales,,0.0,0.0,127.23414105,0.0,22.0,42.083901678,0
40000,4742.0,,DebtCon,Mgr,5.0,7.0,1.0,304.36666667,6.0,21.0,,1
11500,53151.0,71645.0,HomeImp,Other,7.0,0.0,0.0,135.80047603,0.0,16.0,35.851614414,0
13700,96225.0,112676.0,HomeImp,Office,2.0,0.0,0.0,144.53360587,1.0,22.0,38.781048258,0
24900,51155.0,83000.0,DebtCon,Other,9.0,1.0,1.0,139.03333333,3.0,30.0,,0
25500,44562.0,79481.0,DebtCon,Other,10.0,0.0,0.0,126.27780817,1.0,19.0,40.250738027,0
30800,129062.0,176389.0,DebtCon,Mgr,13.0,0.0,0.0,184.31937605,2.0,28.0,40.894302088,0
6000,79046.0,103048.0,HomeImp,Other,0.0,0.0,0.0,181.69653802,0.0,32.0,37.289989924,0
8600,75464.0,84263.0,HomeImp,Other,21.0,0.0,0.0,352.65827116,0.0,47.0,28.196714905,0
27200,61118.0,35184.0,DebtCon,Sales,10.0,4.0,2.0,134.6489043,7.0,23.0,45.25528966,1
13300,,27136.0,HomeImp,Unknown,27.0,0.0,0.0,210.99697546,1.0,4.0,23.807147729,0
18000,107546.0,176314.0,DebtCon,Office,6.0,0.0,0.0,218.01938613,3.0,23.0,40.15214366,0
15400,50402.0,65561.0,DebtCon,Mgr,25.0,0.0,0.0,282.62290524,0.0,16.0,38.097902468,0
25600,144616.0,211230.0,HomeImp,ProfExe,7.0,0.0,0.0,199.09130807,0.0,27.0,39.002928326,0
8800,55990.0,89673.0,HomeImp,Other,18.0,0.0,0.0,184.62596594,0.0,29.0,27.701649739,0
15000,94705.0,114400.0,DebtCon,Other,9.0,0.0,0.0,300.26666667,2.0,19.0,,0
12900,56957.0,73181.0,HomeImp,Other,29.0,1.0,3.0,179.09616602,1.0,23.0,36.394795447,0
25200,75037.0,102227.0,DebtCon,Office,9.0,0.0,0.0,148.72977821,0.0,21.0,37.239696741,0
6300,55000.0,69000.0,DebtCon,ProfExe,13.0,0.0,0.0,130.06666667,0.0,20.0,,0
26900,98324.0,129210.0,DebtCon,ProfExe,0.0,1.0,0.0,185.20581113,3.0,38.0,34.650649126,0
12500,10035.0,61897.0,HomeImp,Other,6.0,1.0,1.0,368.73779632,0.0,21.0,14.733594833,0
8700,58060.0,65605.0,DebtCon,Other,23.0,0.0,0.0,259.6838134,3.0,29.0,39.829999465,0
7000,74795.0,99149.0,HomeImp,Other,1.0,0.0,1.0,175.57144277,0.0,32.0,34.449664673,0
25700,94295.0,143788.0,DebtCon,Mgr,23.0,0.0,0.0,220.72951888,0.0,13.0,42.358128042,0
88900,48919.0,93371.0,DebtCon,Other,15.0,0.0,1.0,205.65015947,0.0,15.0,34.818261819,0
9000,,63684.0,HomeImp,Other,,0.0,0.0,358.06666667,0.0,7.0,,0
28400,207687.0,242544.0,HomeImp,Other,8.0,0.0,0.0,134.00768046,0.0,41.0,41.298386628,0
65200,71061.0,141666.0,HomeImp,Office,10.0,0.0,1.0,134.68090672,0.0,11.0,43.56886383,0
20900,69233.0,105434.0,DebtCon,Other,,2.0,0.0,242.16425716,1.0,13.0,40.163650532,0
15500,52051.0,88200.0,DebtCon,Office,30.0,0.0,0.0,211.06666667,0.0,22.0,,0
22700,93413.0,134653.0,DebtCon,ProfExe,,0.0,0.0,219.57065379,1.0,21.0,27.284560734,0
26100,50605.0,77841.0,DebtCon,Other,21.0,,0.0,286.44820425,1.0,31.0,41.173805047,0
12000,64000.0,80000.0,DebtCon,Other,2.0,0.0,0.0,239.53333333,3.0,26.0,,0
30200,36000.0,73500.0,DebtCon,Office,14.0,0.0,1.0,202.96666667,0.0,33.0,,1
9800,54564.0,62109.0,DebtCon,Mgr,10.0,0.0,0.0,124.02162504,0.0,19.0,32.565686372,0
8700,78817.0,115527.0,DebtCon,Office,1.0,0.0,0.0,221.55154133,1.0,37.0,16.378412953,0
28900,109888.0,182229.0,DebtCon,Sales,16.0,0.0,0.0,302.22641765,1.0,30.0,33.319061895,0
8000,41000.0,54000.0,DebtCon,Mgr,4.0,0.0,0.0,189.7,1.0,22.0,,0
11800,,65769.0,HomeImp,Other,,0.0,0.0,357.33268218,0.0,7.0,34.327276537,0
33500,49292.0,104421.0,DebtCon,Office,1.0,0.0,0.0,161.83323555,1.0,25.0,36.896099455,0
8800,74562.0,89695.0,HomeImp,Other,24.0,0.0,0.0,338.77674581,1.0,47.0,28.439716511,0
17800,61494.0,85864.0,DebtCon,Other,2.0,0.0,0.0,303.83765082,3.0,15.0,40.246312084,0
49800,44462.0,102203.0,HomeImp,Self,8.0,0.0,0.0,207.56405016,3.0,37.0,40.302867689,0
13400,88810.0,102409.0,HomeImp,Other,19.0,0.0,0.0,145.75659669,4.0,24.0,31.336418262,0
21100,143487.0,180122.0,HomeImp,Mgr,7.0,0.0,0.0,324.1633286,0.0,16.0,43.251182523,0
12800,48437.0,65311.0,DebtCon,Other,0.0,1.0,0.0,260.55523624,0.0,21.0,29.516289851,0
16300,96431.0,161284.0,Unknown,Other,,0.0,,256.3719323,,23.0,39.07781351,0
19400,39334.0,103578.0,HomeImp,Other,6.0,0.0,0.0,127.5305161,0.0,15.0,31.367627185,0
10300,50714.0,56088.0,DebtCon,Office,1.0,0.0,0.0,163.08914819,1.0,21.0,37.973055369,0
11900,26601.0,52544.0,HomeImp,Other,0.0,0.0,0.0,240.6943608,0.0,11.0,40.775677146,0
36500,114350.0,164159.0,DebtCon,Other,,0.0,0.0,245.52325495,3.0,13.0,37.071332797,0
22300,93305.0,143672.0,DebtCon,ProfExe,21.0,0.0,0.0,176.4166175,0.0,25.0,40.471092138,0
27700,141930.0,182516.0,DebtCon,ProfExe,0.0,0.0,0.0,235.63057648,2.0,19.0,41.958813501,0
19700,32989.0,75950.0,DebtCon,ProfExe,9.0,0.0,0.0,283.1,0.0,19.0,,0
16200,23466.0,206368.0,DebtCon,Mgr,9.0,7.0,3.0,141.02742652,10.0,41.0,32.36849777,1
34600,143542.0,195327.0,DebtCon,ProfExe,23.0,0.0,0.0,174.63534866,1.0,22.0,37.447384006,0
25000,145000.0,185000.0,HomeImp,Self,2.0,0.0,0.0,176.5,1.0,17.0,,0
18600,20915.0,40098.0,Unknown,Office,2.0,0.0,0.0,213.45053689,0.0,16.0,40.250033734,0
15300,82439.0,99896.0,DebtCon,ProfExe,1.0,0.0,0.0,281.20032907,1.0,21.0,39.408871403,0
12700,130867.0,201245.0,HomeImp,Office,0.0,0.0,1.0,340.79534444,0.0,15.0,40.168827023,0
18000,23000.0,46000.0,DebtCon,Other,0.2,,,312.53333333,,25.0,,0
18900,44605.0,65489.0,DebtCon,ProfExe,15.0,0.0,0.0,189.00845586,0.0,23.0,38.57108327,0
17900,102054.0,143103.0,DebtCon,Office,5.0,,,125.85853903,2.0,16.0,32.847435051,0
39000,3372.0,41500.0,HomeImp,ProfExe,4.3,0.0,0.0,326.66666667,6.0,15.0,,1
6100,68743.0,65321.0,HomeImp,Sales,3.0,1.0,0.0,153.0667831,0.0,22.0,40.15052706,0
20800,107787.0,182140.0,DebtCon,Office,7.0,0.0,0.0,214.33056821,3.0,23.0,41.928469494,0
27200,24070.0,58216.0,DebtCon,Other,35.0,0.0,0.0,273.34175724,0.0,24.0,37.639947331,0
41200,48400.0,99500.0,DebtCon,Other,3.0,1.0,1.0,203.8,2.0,38.0,,1
26700,129559.0,170042.0,DebtCon,Mgr,1.0,0.0,0.0,232.64617336,1.0,24.0,34.117532893,0
2200,90957.0,102600.0,HomeImp,Mgr,7.0,2.0,6.0,122.9,1.0,22.0,,1
22100,36084.0,84734.0,HomeImp,Other,25.0,0.0,0.0,257.84572885,0.0,6.0,24.52600298,0
10600,54344.0,92742.0,HomeImp,Other,19.0,0.0,0.0,171.20507901,0.0,28.0,24.553206166,0
8100,66691.0,82768.0,DebtCon,Unknown,4.0,0.0,0.0,184.19341758,0.0,15.0,32.396509487,0
23900,7500.0,26500.0,DebtCon,Other,17.0,3.0,0.0,126.83333333,2.0,19.0,,0
18200,39109.0,62371.0,HomeImp,Other,25.0,0.0,0.0,268.19826067,0.0,13.0,24.748181035,0
53500,179116.0,257688.0,DebtCon,ProfExe,5.0,0.0,0.0,232.59595212,1.0,33.0,39.789899148,0
28900,102108.0,147463.0,DebtCon,Mgr,19.0,0.0,0.0,205.8658949,0.0,13.0,41.654211317,0
19900,78142.0,102085.0,HomeImp,Mgr,12.0,0.0,0.0,160.36703279,0.0,27.0,34.099757111,0
15000,36900.0,58600.0,HomeImp,Other,26.0,0.0,0.0,247.1,0.0,14.0,,0
19600,64000.0,90000.0,DebtCon,Mgr,9.0,0.0,0.0,195.8,2.0,19.0,,0
36000,145908.0,190303.0,DebtCon,ProfExe,20.0,0.0,0.0,179.71924547,0.0,21.0,38.600764985,0
14500,69115.0,98900.0,DebtCon,Other,18.0,0.0,0.0,177.86666667,,11.0,,1
8500,47777.0,78979.0,HomeImp,Other,18.0,0.0,0.0,202.95427654,1.0,16.0,34.828647504,0
10400,45710.0,55299.0,DebtCon,Office,0.0,0.0,0.0,166.37415023,0.0,20.0,34.536411741,0
21100,61427.0,83722.0,DebtCon,Other,19.0,0.0,0.0,220.55353362,0.0,21.0,32.72762776,0
25000,140000.0,183600.0,DebtCon,ProfExe,12.6,0.0,1.0,148.13333333,0.0,37.0,,0
33700,83471.0,133221.0,DebtCon,Mgr,29.0,0.0,0.0,334.58120661,0.0,19.0,39.095566258,0
7000,46225.0,59000.0,DebtCon,Other,16.0,0.0,4.0,219.13333333,0.0,37.0,,0
47100,48062.0,107824.0,HomeImp,Self,9.0,0.0,0.0,203.68669838,2.0,35.0,41.526317397,0
26800,145772.0,193135.0,DebtCon,ProfExe,12.0,0.0,0.0,147.93879535,0.0,36.0,40.904321038,0
38100,204071.0,270794.0,DebtCon,ProfExe,3.0,0.0,0.0,230.39857646,0.0,32.0,31.369739388,0
15200,47453.0,73068.0,DebtCon,ProfExe,20.0,0.0,0.0,196.69969558,0.0,16.0,22.383856558,0
22600,233000.0,260000.0,HomeImp,Self,6.0,1.0,0.0,244.53333333,3.0,51.0,,0
22700,94601.0,99755.0,DebtCon,Other,3.0,0.0,0.0,129.56430076,0.0,16.0,37.969304541,1
39700,59360.0,117186.0,DebtCon,Mgr,16.0,0.0,1.0,203.13996827,0.0,22.0,40.138090445,0
25000,149000.0,202500.0,HomeImp,Other,11.0,0.0,0.0,256.66666667,2.0,34.0,,0
25100,65633.0,100776.0,DebtCon,Other,15.0,0.0,1.0,141.93813032,0.0,29.0,40.62020969,0
25000,106282.0,167500.0,HomeImp,ProfExe,14.0,2.0,4.0,198.86666667,2.0,28.0,,1
23300,103162.0,135013.0,DebtCon,Mgr,9.0,1.0,0.0,188.93983988,5.0,18.0,40.670817077,0
10000,16288.0,48600.0,DebtCon,Other,24.0,0.0,0.0,268.83333333,1.0,16.0,,1
17200,62108.0,,DebtCon,Office,21.0,0.0,0.0,174.39613454,1.0,21.0,34.538925374,1
6800,138691.0,160063.0,HomeImp,ProfExe,12.0,0.0,0.0,208.42084303,0.0,19.0,19.33336736,0
16900,53252.0,89720.0,DebtCon,Office,29.0,0.0,0.0,204.58793388,0.0,22.0,33.016153118,0
28600,32136.0,51599.0,DebtCon,Other,35.0,0.0,0.0,284.08384845,0.0,23.0,39.547733785,0
25000,47032.0,75957.0,DebtCon,Other,9.0,0.0,7.0,259.46652785,3.0,22.0,40.787975749,1
9800,,45197.0,HomeImp,Other,,,,316.5253028,,11.0,29.646665996,0
23100,72712.0,185787.0,Unknown,Other,10.0,0.0,0.0,362.18170443,1.0,16.0,31.86715522,0
21200,70096.0,108632.0,HomeImp,Other,4.0,0.0,0.0,200.01491752,1.0,13.0,29.641286443,0
12800,77318.0,97616.0,DebtCon,Mgr,6.0,0.0,0.0,125.53480182,2.0,27.0,39.462663394,0
13900,48110.0,63601.0,DebtCon,ProfExe,5.0,0.0,0.0,153.73539865,1.0,12.0,29.964687389,0
14400,100487.0,118911.0,DebtCon,Other,11.0,0.0,0.0,179.34102702,0.0,27.0,35.852863711,0
12600,49986.0,67896.0,DebtCon,Mgr,3.0,0.0,0.0,190.1599072,1.0,17.0,29.266317175,0
17800,58942.0,91483.0,HomeImp,ProfExe,5.0,0.0,0.0,123.73667435,0.0,13.0,28.155959991,0
12800,67867.0,78660.0,DebtCon,Other,3.0,,,159.80149338,,34.0,30.010909605,0
16000,20648.0,167020.0,HomeImp,Self,5.0,0.0,0.0,315.46656561,0.0,26.0,25.912976009,0
12600,125688.0,198602.0,HomeImp,Office,0.0,0.0,1.0,344.7479335,0.0,16.0,39.483820073,0
12200,27118.0,87982.0,HomeImp,ProfExe,19.0,0.0,0.0,232.23699614,0.0,11.0,25.235438798,0
23500,54816.0,87000.0,DebtCon,Other,3.5,0.0,1.0,223.2,0.0,17.0,,1
10000,131589.0,156000.0,HomeImp,ProfExe,5.0,0.0,1.0,419.03333333,1.0,43.0,,0
26900,72848.0,101736.0,DebtCon,Office,10.0,0.0,0.0,131.4096343,0.0,21.0,36.369027462,0
23500,133197.0,168990.0,DebtCon,Other,8.0,1.0,0.0,214.28459938,0.0,19.0,36.642629039,0
15500,46125.0,63276.0,DebtCon,Mgr,27.0,0.0,0.0,298.47641102,0.0,16.0,39.30720132,0
12000,87000.0,113850.0,DebtCon,Office,11.0,0.0,0.0,216.13333333,0.0,12.0,,0
11800,52104.0,61618.0,DebtCon,Office,0.0,0.0,0.0,160.74993141,0.0,21.0,37.129512042,0
12300,114035.0,137208.0,DebtCon,ProfExe,15.0,,1.0,173.71432273,0.0,33.0,32.056072286,0
30200,80951.0,116160.0,DebtCon,ProfExe,19.0,4.0,0.0,130.36036182,0.0,58.0,50.352998788,1
20100,62661.0,87329.0,DebtCon,Other,18.0,0.0,0.0,198.34134329,0.0,22.0,32.83817817,0
11600,64143.0,78851.0,DebtCon,Office,6.0,0.0,3.0,201.36992202,3.0,29.0,35.795804943,0
18300,60100.0,82506.0,DebtCon,ProfExe,10.0,3.0,1.0,171.46666667,2.0,64.0,,1
7500,,,HomeImp,Other,20.0,,,157.32842275,0.0,20.0,,1
27300,66878.0,93656.0,DebtCon,Office,11.0,0.0,0.0,153.79590463,0.0,20.0,39.085006344,0
8500,,32907.0,HomeImp,Office,18.0,0.0,0.0,169.94538773,1.0,15.0,35.312710478,0
43500,,855909.0,HomeImp,Other,16.0,0.0,0.0,196.40363636,0.0,23.0,42.985408377,1
10800,,49495.0,HomeImp,Mgr,5.0,,,141.16529822,,8.0,21.079998939,0
11800,65012.0,91614.0,HomeImp,Office,26.0,0.0,0.0,171.88954687,2.0,13.0,42.488517052,0
7500,,71799.0,HomeImp,Mgr,4.0,0.0,3.0,177.5,0.0,22.0,,1
19900,128219.0,162012.0,DebtCon,Office,1.0,,0.0,374.02376692,,52.0,37.888166956,0
23500,48286.0,81958.0,DebtCon,Mgr,6.0,0.0,0.0,248.86009427,2.0,25.0,32.467300894,0
20600,32439.0,55024.0,DebtCon,Other,0.0,,,302.78394945,,24.0,35.388379715,0
13800,94843.0,125541.0,HomeImp,Mgr,2.0,0.0,2.0,159.25249684,0.0,26.0,42.305239736,0
18400,16756.0,66340.0,DebtCon,Office,,0.0,0.0,239.84485263,0.0,21.0,38.662629402,0
13500,91734.0,114906.0,DebtCon,Other,12.0,0.0,0.0,211.87694515,3.0,15.0,38.104208119,0
16800,58193.0,82942.0,DebtCon,Other,1.0,0.0,0.0,320.06300966,3.0,16.0,42.845962863,0
25600,139746.0,210298.0,HomeImp,ProfExe,6.0,0.0,0.0,185.11257638,1.0,28.0,38.368890383,0
5000,68739.0,93435.0,Unknown,Mgr,3.0,0.0,0.0,148.72040469,0.0,23.0,36.669278612,0
20000,107000.0,146400.0,DebtCon,Office,0.1,0.0,2.0,234.33333333,2.0,32.0,,1
27300,140773.0,188414.0,DebtCon,ProfExe,12.0,0.0,0.0,144.09346485,0.0,37.0,41.482803685,0
16300,7774.0,88649.0,HomeImp,Other,14.0,0.0,1.0,257.91592191,0.0,22.0,28.13047878,0
27200,110470.0,180982.0,DebtCon,Sales,17.0,0.0,0.0,295.47144922,1.0,30.0,34.766949696,0
25100,77088.0,111568.0,DebtCon,Mgr,7.0,0.0,0.0,288.00802523,2.0,29.0,32.550837642,0
22200,137889.0,182973.0,HomeImp,Mgr,6.0,0.0,0.0,317.35612488,0.0,17.0,44.968713692,0
14600,206126.0,235912.0,HomeImp,ProfExe,10.0,0.0,0.0,236.50811644,0.0,21.0,30.181217161,0
7200,79946.0,113807.0,DebtCon,Office,1.0,0.0,0.0,238.45882498,0.0,37.0,18.617288691,0
17800,100277.0,163702.0,Unknown,Other,,1.0,,256.85447121,,24.0,36.354036449,0
8700,76510.0,108130.0,DebtCon,Office,2.0,0.0,0.0,252.84392821,1.0,37.0,17.414859614,0
4000,54543.0,61777.0,HomeImp,Office,21.0,0.0,0.0,205.58668003,0.0,19.0,21.806563464,0
8500,,27873.0,HomeImp,Office,21.0,0.0,0.0,190.06187015,0.0,15.0,38.375406098,0
8600,44992.0,66403.0,DebtCon,Other,8.0,0.0,0.0,172.55155504,1.0,27.0,43.875610821,1
25000,65000.0,99000.0,DebtCon,ProfExe,12.0,0.0,0.0,283.06666667,1.0,33.0,,0
23700,87141.0,140428.0,DebtCon,ProfExe,22.0,1.0,0.0,169.28363143,1.0,25.0,40.980615645,0
22200,,60904.0,DebtCon,Other,,0.0,0.0,288.4596954,0.0,18.0,37.747019613,0
8400,37256.0,45956.0,DebtCon,Other,1.0,0.0,0.0,214.44323,1.0,6.0,31.24524851,1
10300,,50548.0,HomeImp,Mgr,5.0,,,165.55319924,,9.0,23.886330813,0
5400,68625.0,82304.0,DebtCon,Sales,2.0,0.0,0.0,136.63294416,0.0,30.0,32.05002349,0
12200,136866.0,162906.0,HomeImp,ProfExe,4.0,0.0,0.0,427.92359149,0.0,43.0,30.182122904,0
21300,67282.0,86861.0,DebtCon,Office,4.0,,,173.79250726,,15.0,37.364528826,0
12200,53242.0,70400.0,DebtCon,Other,14.0,0.0,0.0,169.93066352,0.0,18.0,34.629427656,1
8800,67200.0,80300.0,HomeImp,Other,10.0,4.0,1.0,135.86666667,1.0,33.0,,1
4900,170986.0,245300.0,DebtCon,Sales,,0.0,0.0,131.93333333,0.0,22.0,,0
15500,20800.0,173566.0,HomeImp,Self,6.0,0.0,0.0,292.03418548,0.0,26.0,25.562881927,0
80300,20370.0,109127.0,HomeImp,Unknown,27.0,0.0,1.0,142.17430035,0.0,13.0,33.468763239,0
25000,95000.0,127000.0,HomeImp,ProfExe,15.0,1.0,2.0,296.2,2.0,27.0,,1
24200,242111.0,266670.0,HomeImp,Self,6.0,1.0,0.0,243.00312872,3.0,51.0,36.575387744,0
43900,120527.0,174003.0,DebtCon,Self,13.0,0.0,0.0,167.20836635,0.0,4.0,39.289348981,0
70500,196690.0,288512.0,DebtCon,Self,9.0,0.0,0.0,227.02713568,2.0,24.0,29.582300922,0
16800,102838.0,111319.0,DebtCon,Office,1.0,0.0,0.0,257.3285966,0.0,34.0,27.57659689,0
17900,63559.0,81536.0,HomeImp,ProfExe,13.0,0.0,3.0,176.87076849,0.0,13.0,26.189767088,0
33900,231455.0,290039.0,DebtCon,ProfExe,4.0,0.0,0.0,222.87464794,0.0,30.0,16.689490797,0
22000,76367.0,103928.0,DebtCon,Other,20.0,0.0,0.0,202.57815197,1.0,13.0,38.717194911,0
16500,97010.0,128101.0,DebtCon,Mgr,9.0,,,250.68186198,2.0,41.0,36.933331164,0
7000,16047.0,67750.0,HomeImp,Office,21.0,0.0,0.0,315.32145267,0.0,12.0,38.693655802,0
9400,52371.0,55764.0,DebtCon,Office,1.0,0.0,0.0,177.70280043,0.0,20.0,37.35868805,0
8500,50569.0,60940.0,DebtCon,Mgr,6.0,0.0,0.0,189.94689772,0.0,22.0,29.202476735,0
10300,54925.0,84078.0,HomeImp,Other,2.0,0.0,1.0,189.69527288,0.0,13.0,29.133697408,0
50200,197770.0,271676.0,DebtCon,Mgr,16.0,0.0,0.0,146.86254129,1.0,20.0,42.926580203,1
15000,93226.0,108149.0,DebtCon,Sales,11.0,,1.0,152.79769083,1.0,17.0,34.250266185,0
15000,18000.0,163580.0,HomeImp,Self,7.0,0.0,0.0,304.36666667,0.0,27.0,,0
88300,54004.0,94838.0,DebtCon,Other,16.0,0.0,0.0,193.70205076,0.0,15.0,36.262691334,0
16000,140979.0,181166.0,DebtCon,Mgr,9.0,0.0,0.0,236.70711828,0.0,21.0,27.841339881,0
11700,55119.0,67931.0,DebtCon,Mgr,4.0,0.0,0.0,199.41069924,2.0,16.0,27.616338511,0
9900,37609.0,120186.0,DebtCon,Other,,0.0,0.0,176.36783901,3.0,30.0,53.178911112,1
17400,25844.0,83229.0,HomeImp,Other,,0.0,0.0,247.76164585,0.0,50.0,43.701331235,0
15300,22079.0,168281.0,HomeImp,Self,8.0,0.0,0.0,301.4910256,0.0,27.0,27.771122696,0
16100,107758.0,124610.0,DebtCon,ProfExe,0.0,0.0,0.0,129.17889813,0.0,29.0,34.2115674,0
26900,215692.0,286555.0,HomeImp,ProfExe,8.0,,5.0,468.1781224,,55.0,30.55300542,0
16300,105169.0,134992.0,DebtCon,Other,1.0,0.0,0.0,277.99294556,0.0,46.0,41.949854504,0
30500,138082.0,181157.0,DebtCon,ProfExe,2.0,1.0,0.0,219.24730717,1.0,19.0,40.874698522,0
11900,117550.0,144178.0,DebtCon,ProfExe,15.0,,1.0,170.9458328,1.0,32.0,29.099981214,0
20500,39147.0,58049.0,DebtCon,Other,,0.0,0.0,202.90305427,0.0,12.0,38.646018727,0
40700,371003.0,467818.0,HomeImp,ProfExe,1.0,0.0,0.0,316.60444181,3.0,14.0,41.723899221,0
8200,,38648.0,HomeImp,Other,,,,302.53018223,,10.0,30.445375631,0
16500,,42894.0,HomeImp,Other,1.0,0.0,0.0,331.42686954,0.0,8.0,26.895804457,0
24800,144410.0,211936.0,HomeImp,ProfExe,3.0,0.0,0.0,195.07035954,1.0,28.0,38.926156879,0
28800,,121560.0,DebtCon,Mgr,8.0,1.0,0.0,175.2063398,0.0,26.0,31.612038453,0
12800,76783.0,95007.0,DebtCon,Mgr,6.0,0.0,0.0,140.97202234,2.0,26.0,42.153616933,0
5000,,26550.0,DebtCon,Other,1.7,0.0,0.0,276.96666667,1.0,14.0,,0
9400,77410.0,116693.0,DebtCon,Office,0.0,0.0,0.0,245.08365185,0.0,37.0,17.176900657,0
3800,19135.0,97692.0,HomeImp,Mgr,1.6,1.0,6.0,252.63333333,1.0,25.0,,1
17200,27230.0,82319.0,HomeImp,Other,,0.0,0.0,249.21566716,1.0,50.0,43.756794085,0
10000,32000.0,59000.0,DebtCon,Office,24.0,0.0,1.0,232.33333333,1.0,29.0,,0
6700,134616.0,155034.0,HomeImp,ProfExe,13.0,1.0,0.0,215.42240638,0.0,19.0,19.493871984,0
20400,60393.0,98247.0,DebtCon,Office,3.0,0.0,0.0,149.57119967,0.0,22.0,34.342249385,0
6100,91704.0,114799.0,HomeImp,Office,22.0,0.0,0.0,129.25008957,1.0,12.0,36.746766237,0
13000,36223.0,,DebtCon,Other,9.0,1.0,0.0,132.86666667,0.0,14.0,,1
10000,57068.0,72000.0,Unknown,Other,12.0,0.0,0.0,257.7,0.0,27.0,,0
16000,42000.0,63400.0,HomeImp,Office,3.5,0.0,0.0,123.8,0.0,18.0,,0
11000,77517.0,86214.0,HomeImp,ProfExe,2.0,2.0,0.0,352.37913787,0.0,28.0,28.030214206,1
27700,83300.0,,HomeImp,Mgr,20.0,1.0,4.0,247.93333333,1.0,19.0,,1
50900,42541.0,68483.0,DebtCon,Office,5.0,1.0,,181.3903357,1.0,15.0,30.909712904,0
